NCgl_ID,Cgl_ID,ID,Name,Synonyms,Protein,Strains,Function,Length
NCgl2601,Cgl2694,cg2982,folP1,,Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,279
NCgl2602,Cgl2695,cg2983,folE,,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,196
NCgl2603,Cgl2696,cg2984,ftsH,,ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,853
NCgl2604,Cgl2697,cg2985,hpt,,Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,194
NCgl2605,Cgl2698,cg2986,mesJ,tilS,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,314
NCgl2606,Cgl2699,cg2987,dacB,,D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 4) (EC 3.4.16.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,411
NCgl2607,Cgl2700,cg2988,ppa,,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,158
,Cgl2702,cg2990,speE,,Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,513
,Cgl2709,cg2999,,,Uncharacterized NAD(FAD)-dependent dehydrogenases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,411
,Cgl2713,cg3004,gabD1,gabD2,NAD-dependent aldehyde dehydrogenases (EC 1.2.1.39),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,521
,Cgl2714,cg3007,pvdS2,ppk2B,Polyphosphate kinase PPK2B (EC 2.7.4.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,306
NCgl2621,Cgl2716,cg3011,groEL,groL2,,,,
,Cgl2729,cg3024,mrpA,,NADH:ubiquinone oxidoreductase subunit 5 (Chain L)/Multisubunit Na+/H+ antiporter,,,
,Cgl2730,cg3025,mrpC,,Multisubunit Na+/H+ antiporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,163
,Cgl2731,cg3026,mrpD,,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter,,,
,Cgl2732,cg3027,mrpE,,Multisubunit Na+/H+ antiporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,147
,Cgl2733,cg3028,mrpF,,Multisubunit Na+/H+ antiporter,,,
,Cgl2734,cg3029,mrpG,,Multisubunit Na+/H+ antiporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,126
NCgl2640,Cgl2736,cg3031,,,Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,376
NCgl2643,Cgl2738,cg3034,def1,def2,Peptide deformylase 2 (PDF 2) (EC 3.5.1.88) (Polypeptide deformylase 2),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,193
NCgl2644,Cgl2739,cg3035,,,Uncharacterized protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,335
NCgl2656,Cgl2752,cg3047,ackA,ack,Acetate kinase (EC 2.7.2.1) (Acetokinase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,397
NCgl2657,Cgl2753,cg3048,pta,eutD,Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,329
NCgl2663,Cgl2759,cg3054,purT,,Formate-dependent phosphoribosylglycinamide formyltransferase (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (EC 2.1.2.-) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,408
NCgl2669,Cgl2766,cg3063,purA,,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,430
NCgl2672,Cgl2769,cg3067,,,Uncharacterized protein Cgl2769/cg3067,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,389
NCgl2673,Cgl2770,cg3068,fda,fba,Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,,,
NCgl2676,Cgl2773,cg3071,pyrE,,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,184
,Cgl2776,cg3074,,,Uncharacterized protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,240
,Cgl2777,cg3075,cmr,,Permeases of the major facilitator superfamily,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,459
NCgl2682,Cgl2780,cg3079,clpB,,Chaperone protein ClpB,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,852
,Cgl2784,cg3084,,,Predicted flavoprotein involved in K+ transport,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,390
,Cgl2786,cg3086,,,Cystathionine beta-lyases/cystathionine gamma-synthases (EC 2.5.1.48),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,382
,Cgl2793,cg3093,,,Predicted amidohydrolase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,266
,Cgl2796,cg3096,,,NAD-dependent aldehyde dehydrogenases (EC 1.2.1.3),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,506
NCgl2700,Cgl2798,cg3098,dnaJ,dnaJ2,Chaperone protein DnaJ 2,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,395
NCgl2701,Cgl2799,cg3099,grpE,,Protein GrpE (HSP-70 cofactor),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,218
NCgl2702,Cgl2800,cg3100,dnaK,,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,618
,Cgl2802,cg3102,,,Nucleoside phosphorylase (EC 3.2.2.16) (EC 3.2.2.9),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,211
,Cgl2807,cg3107,adhA,,Zn-dependent alcohol dehydrogenases (EC 1.1.1.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,345
,Cgl2814,cg3114,cysN,,Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,433
,Cgl2815,cg3115,cysD,,Sulfate adenylyltransferase (EC 2.7.7.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,304
,Cgl2816,cg3116,cysH,,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes (EC 1.8.4.8),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,231
,Cgl2817,cg3118,cysI,,Sulfite reductase hemoprotein beta-component (EC 1.7.7.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,561
,Cgl2818,cg3119,cysJ,,NADPH-dependent glutamate synthase beta chain and related oxidoreductases (EC 1.18.1.2),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,457
,Cgl2829,cg3131,,,Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases (EC 3.5.1.18),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,441
,Cgl2835,cg3137,iunH1,,Inosine-uridine nucleoside N-ribohydrolase (EC 3.2.2.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,301
,Cgl2838,cg3141,hmp,,Hemoglobin-like flavoprotein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,386
,Cgl2844,cg3149,,,PLP-dependent aminotransferases (EC 2.6.1.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,419
,Cgl2845,cg3151,tnp2b,,Transposase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,401
NCgl2750,Cgl2847,cg3154,udgA2,,UDP-glucose 6-dehydrogenase (EC 1.1.1.22),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,439
NCgl2751,Cgl2848,cg3155,dcd,,dCTP deaminase,,,
,Cgl2858,cg3163,,,Predicted acyltransferases (EC 2.3.1.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,356
,Cgl2863,cg3169,pck,pckG,Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,610
,Cgl2864,cg3170,,,Hypothetical membrane protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,337
,Cgl2865,cg3172,trmB,yggH,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,255
,Cgl2872,cg3179,fadD2,,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II (EC 6.2.1.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,596
NCgl2777,Cgl2875,cg3182,cop1,csp1,Protein PS1,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,657
NCgl2779,Cgl2878,cg3186,cmt2,,Cmt2 (Predicted esterase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,341
NCgl2780,Cgl2879,cg3187,aftB,,Terminal beta-(1->2)-arabinofuranosyltransferase (EC 2.4.2.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,686
NCgl2781,Cgl2880,cg3189,,,Decaprenyl-phosphate phosphoribosyltransferase (EC 2.4.2.45) (5-phospho-alpha-D-ribose-1-diphosphate:decaprenyl-phosphate 5-phosphoribosyltransferase) (DPPR synthase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,332
,Cgl2887,cg3195,,,Predicted flavoprotein involved in K+ transport (EC 1.14.13.8),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,434
,Cgl2888,cg3196,glf,,UDP-galactopyranose mutase (EC 5.4.99.9),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,401
NCgl2790,Cgl2890,cg3198,glpK,,Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,509
NCgl2792,Cgl2892,cg3200,,,1-acyl-sn-glycerol-3-phosphate acyltransferase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,292
NCgl2793,Cgl2893,cg3201,serS,,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,422
NCgl2799,Cgl2899,cg3207,pheA,,Prephenate dehydratase (PDT) (EC 4.2.1.51),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,315
NCgl2800,Cgl2900,cg3208,,,Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,381
,Cgl2902,cg3210,lcpB,,Probable cell wall biosynthesis protein LcpB,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,414
,Cgl2907,cg3215,glpQ1,,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,273
,Cgl2908,cg3216,gntP,,H+/gluconate symporter and related permeases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,463
NCgl2809,Cgl2910,cg3218,,,Pyruvate kinase (EC 2.7.1.40),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,539
NCgl2810,Cgl2911,cg3219,ldh,,L-lactate dehydrogenase (L-LDH) (EC 1.1.1.27),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,314
,Cgl2918,cg3227,lldA,,L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,405
,Cgl2922,cg3232,,,Uncharacterized protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,539
NCgl2825,Cgl2926,cg3236,msrA,,Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,217
NCgl2826,Cgl2927,cg3237,sod,,Superoxide dismutase (EC 1.15.1.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,200
NCgl2839,Cgl2940,cg3252,yidC,,Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,422
NCgl2840,Cgl2941,cg3253,mcbR,,Transcriptional regulator,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,213
NCgl2841,Cgl2942,cg3254,,,Hypothetical membrane protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,87
,Cgl2944,cg3256,,,Coenzyme F420-dependent N5,,,
,Cgl2962,cg3281,,,Cation transport ATPases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,739
,Cgl2976,cg3299,trxB1,,Thiol-disulfide isomerase and thioredoxins,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,149
NCgl2879,Cgl2981,cg3306,rplI,,50S ribosomal protein L9,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,150
NCgl2880,Cgl2982,cg3307,ssb,,Single-stranded DNA-binding protein (SSB),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,225
NCgl2881,Cgl2983,cg3308,rpsF,,30S ribosomal protein S6,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,95
,Cgl2986,cg3313,mrcB,,Membrane carboxypeptidase (Penicillin-binding protein),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,720
NCgl2890,Cgl2992,cg3319,,,UPF0176 protein Cgl2992/cg3319,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,312
,Cgl2996,cg3323,,,Myo-inositol-1-phosphate synthase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,363
NCgl2896,Cgl2998,cg3325,,,UPF0371 protein Cgl2998/cg3325,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,495
,Cgl3004,cg3332,,,Zinc-type alcohol dehydrogenase-like protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,337
,Cgl3006,cg3334,,,Arabinose efflux permease,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,392
,Cgl3007,cg3335,mez,,Malic enzyme (EC 1.1.1.40),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,392
,Cgl3008,cg3336,gntK,,Sugar (Pentulose and hexulose) kinases (EC 2.7.1.12),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,494
,Cgl3012,cg3340,dadA,,Glycine/D-amino acid oxidases (Deaminating),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,410
NCgl2915,Cgl3018,cg3346,leuS,,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,952
NCgl2922,Cgl3025,cg3353,benK2,genK,Gentisate transporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,444
NCgl2923,Cgl3026,cg3354,,,3-hydroxybenzoate 6-hydroxylase (EC 1.14.13.24),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,442
NCgl2927,Cgl3029,cg3359,trpE,,Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,518
NCgl2928,Cgl3031,cg3360,trpG,,Anthranilate synthase component 2 (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase,,,
NCgl2929,Cgl3032,cg3361,trpD,,Anthranilate phosphoribosyltransferase (EC 2.4.2.18),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,348
NCgl2930,Cgl3033,cg3362,trpCF,trpC,,,,
NCgl2931,Cgl3034,cg3363,trpB,,Tryptophan synthase beta chain (EC 4.2.1.20),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,417
NCgl2932,Cgl3035,cg3364,trpA,,Tryptophan synthase alpha chain (EC 4.2.1.20),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,280
NCgl2933,Cgl3036,cg3365,rmpC,sgaT,,,,
,Cgl3052,cg3381,tatA,,Sec-independent protein translocase protein TatA,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,60
,Cgl3062,cg3391,idhA1,,Predicted dehydrogenases and related proteins (EC 1.1.1.18),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,335
,Cgl3063,cg3392,idhA2,,Predicted dehydrogenases and related proteins,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,361
,Cgl3066,cg3395,proP,,Ectoine/proline transporter ProP,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,504
NCgl2973,Cgl3079,cg3409,thiD2,,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,266
NCgl2976,Cgl3082,cg3412,azlD,,Hypothetical membrane protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,115
NCgl2977,Cgl3083,cg3413,azlC,,Predicted branched-chain amino acid permease (Azaleucine resistance),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,237
NCgl2978,Cgl3084,cg3414,,,UPF0301 protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,189
NCgl2984,Cgl3090,cg3422,trxB,,Thioredoxin reductase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,317
NCgl2985,Cgl3091,cg3423,trxC,,Thioredoxin,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,124
NCgl2990,Cgl3096,cg3428,gidB,rsmG,Ribosomal RNA small subunit methyltransferase G,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Specifically methylates the N7 position of guanine in position 518 of 16S rRNA.,223
NCgl2991,Cgl3097,cg3429,,,Preprotein translocase subunit YidC,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,317
NCgl2992,Cgl3098,cg3431,rnpA,,Ribonuclease P protein component,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme.,133
NCgl2993,Cgl3099,cg3432,rpmH,,50S ribosomal protein L34,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,47
,Cgl0372,,,,Succinate dehydrogenase/fumarate reductase Fe-S protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),,279
,Cgl0674,,,,"ABC-type transporter, periplasmic component",Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),,325
,Cgl0675,,,,"ABC-type transporter, ATPase component",Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),,260
,Cgl0676,,,,"ABC-type transporter, permease components",Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),,339
,Cgl1077,,,,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (EC 1.14.13.2),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),,395
,Cgl1275,,,,"ABC-type nitrate/sulfonate/taurine/bicarbonate transport systems, ATPase components",Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),,166
,Cgl2112,,,,"ABC-type transporter, ATPase component",Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),,266
,Cgl2113,,,,"ABC-type transporter, permease components",Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),,346
